[0.8913745884320577 -1.7810348728478957]
[-1.0570493656467952 0.23231698593532008]
[-18429.00524508137 -6297.438107037105]
[0.7752195463913227 -1.6947371269826537]
[0.722421702723032 -1.6474095456230016]
[1.2648255482054833 -1.9626617874474663]
[0.7109577869796826 -1.5688380677664973]
[0.7553589836466537 -1.7173465647074702]
[0.8323407247723558 -1.741944065044069]
[0.6416777155404929 -1.7054308362283512]
[0.505467920039124 -1.4523550252104958]
[0.8100184841815106 -1.759881886977233]
[0.7832924393053504 -1.776220225948144]
[-1.5004573489690036 0.80480923084548]
[11125.30479294966 1346.0884278342255]
[0.7430330196068119 -1.6380430392978442]
[0.8505497676732574 -1.7479155413613898]
[0.6247218578354397 -1.6283201823327333]
[0.5195468290544027 -1.5145138769114634]
[-1.7681658964667815 1.0648801497483324]
[0.7622343293085541 -1.782848783653672]
[1798.2431564927447 -3628.852316739476]
[0.3856728216724452 -1.4572619857879694]
[0.8020905784778668 -1.7678941751230477]
[-0.14885303671397 -1.1659650345001569]
[-149011.44339638582 721728.3899683701]
[0.8906214891037074 -1.780838752669513]
[0.7966769993188711 -1.7030363864425104]
[0.7049742621617616 -1.6862840876264062]
[-122007.85022381684 23880.00126467027]
[-19998.884007308377 52959.45309852157]
[-0.6553656010025631 -0.46438938378307476]
[0.37563059039325364 -1.0264745055020756]
[0.6881306641288444 -1.614580426258779]
[0.8909495213041319 -1.7811759146187227]
[-1.4850324620527304 0.748438736460304]
[0.8611408230711894 -1.803137829189326]
[0.784576784081435 -1.6761774300480259]
[-1.833708053121704 1.2079739542674546]
[0.8378425343886247 -1.8164698193805155]
[0.7188696458743785 -1.7391698139006815]
[0.7687177678124409 -1.7004773460129736]
[-11015.199639960265 121948.36919787104]
[0.8774971959190035 -1.793376131175551]
[0.7334853127001724 -1.7070345925178299]
[0.5457634548125797 -1.4787073495990866]
[-1.5052498660026523 0.5676576402654996]
[0.7825663325256413 -1.7760409352451898]
[0.6125994959674494 -1.5004899215333407]
[0.06395401226413022 -1.1643585902877036]
[-0.9476340435696013 0.21204654217722563]
[-1.3615903938791445 0.6381195796975065]
[-1.7143516600666429 1.0894666396613077]
[0.7198484989162239 -1.7398528466020347]
