0.2191,0.0137
0.1503,0.1191
-76.2826,461.1667
0.2131,0.0214
0.2250,0.0027
3.1447,59.8781
0.2245,0.0030
0.2168,0.0157
0.2175,0.0155
0.2003,0.0138
0.2117,0.0065
0.2203,0.0115
0.2154,0.0184
-0.3754,0.7183
-3.4185,108.7249
0.2216,0.0086
0.2287,-0.0031
0.2112,-0.0005
0.2010,0.0153
-0.0152,1.6679
0.2130,0.0213
-50.8709,625.9731
0.2031,0.0090
0.2170,0.0164
0.1943,0.0428
1.3460,18.6420
0.2191,0.0137
0.2247,0.0048
0.2134,-0.0065
13.4405,104.0104
2.0220,106.9034
0.1716,0.0743
0.1924,0.0497
0.2279,0.0002
0.2191,0.0137
-12.7258,1.7275
0.2187,0.0150
0.2136,0.0173
-0.0472,1.7623
0.2228,0.0087
0.2142,0.0181
0.2167,0.0159
22.5263,167.0312
0.2195,0.0137
0.2109,0.0073
0.2082,0.0171
-0.0034,3.2621
0.2154,0.0184
0.2128,0.0125
0.1947,0.0150
0.1785,0.0488
-4.5490,0.8676
-0.2143,2.3850
0.2142,0.0181
0.2142,0.0181
0.0757,0.1922
0.1796,0.0514
0.2175,0.0155
0.2085,0.0084
0.2110,0.0154
3.1553,38.2319
0.2142,0.0181
0.2187,0.0150
0.2130,0.0213
0.2112,0.0145
0.2088,0.0236
-0.2713,1.6425
-0.0520,1.6459
-0.0179,1.0288
0.2084,0.0111
-0.0805,12.7401
0.0439,0.1737
0.2303,-0.0035
0.2224,0.0091
0.1361,0.1522
0.2095,0.0060
0.2154,0.0184
-0.0140,1.2407
0.2214,0.0100
0.2071,0.0174
0.2175,0.0155
0.2170,0.0174
0.2246,0.0053
0.2167,0.0159
-10.7839,97.9430
0.2081,0.0224
0.1954,0.0400
0.0851,3.4267
0.2112,0.0155
0.2191,0.0137
0.2191,0.0137
0.1872,0.0288
0.2040,0.0228
0.2131,0.0133
0.5822,9.1754
0.2125,0.0075
-0.2446,0.5212
-0.2018,0.8662
0.2170,0.0164
0.2095,0.0171
0.2142,0.0181
0.2123,0.0041
0.2125,0.0010
0.1675,0.0875
0.2191,0.0137
-0.2781,4.2472
0.2145,0.0207
0.2170,0.0174
0.2157,0.0156
-0.2120,13.4865
0.2252,0.0049
0.2150,0.0148
0.1957,0.0194
0.2206,0.0048
0.2199,0.0122
0.2084,0.0236
0.2203,-0.0034
0.2085,0.0186
0.1921,0.0403
3.4835,32.7986
-4.0629,1.4269
0.2170,0.0164
0.1082,0.2408
0.2172,0.0130
0.5607,11.9110
0.1394,0.1682
0.2107,0.0188
0.2191,0.0137
0.2191,0.0137
0.2168,0.0157
0.0813,6.3896
0.2082,0.0059
0.2159,0.0165
20.0672,162.6842
0.2252,0.0036
0.2203,0.0115
13.5475,83.7432
0.2020,0.0096
1.0793,15.3382
0.2170,0.0164
